CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
3214,P5,"deliver a sports coaching
session, with tutor support",,285,
3215,M5,"evaluate the planning and
delivery of a sports coaching
session, suggesting how
improvements could be
reached in the identified
areas.",,285,
3216,P6,"carry out a review of the
planning and delivery of a
sports coaching session,
identifying strengths and areas for improvement.",,285,
3989,P1,"describe three examples
of the sports development
continuum, from three
different sports",,346,
3990,M1,"compare and contrast three
examples of the sports
development continuum,
from three different sports,
identifying strengths and
areas for improvement",,346,
3991,D1,"analyse the barriers to
participation for individuals
from three different target
groups at different levels
of the sports development
continuum, providing effective
and realistic solutions",,346,
3992,P2,"describe barriers to
participation for individuals
from three different target
groups at different levels
of the sports development
continuum",,346,
3993,M2,"explain barriers to
participation for individuals
from three different target
groups at different levels
of the sports development
continuum",,346,
3994,D2,"analyse two different
sports development
initiatives, offering realistic
recommendations for
improvement.",,346,
3995,P3,"describe the structures
and roles of three sports
development providers
in the UK",,346,
3996,M3,"evaluate two methods of
measuring quality in sports
development",,346,
3997,P4,"explain two methods of
measuring quality in sports
development",,346,
3998,M4,"compare and contrast two
different sports development
initiatives, identifying strengths
and areas for improvement",,346,
3999,P5,"describe two different sports
development initiatives.",,346,
4000,P1,"describe skills, techniques
and tactics required in two
different individual sports",,347,
4001,M1,"explain skills, techniques
and tactics required in two
different individual sports",,347,
4002,D1,"analyse identified strengths
and areas for improvement
in two different individual
sports, and justify suggestions
made",,347,
4003,P2,"describe the rules and
regulations of two different
individual sports, and apply
them to three different
situations for each sport",,347,
4004,M2,"explain the application of the
rules and regulations, of two
different individual sports, in
three different situations for
each sport",,347,
4005,D2,"analyse identified strengths
and areas for improvement
in the development of an
individual in an individual
sport, and justify suggestions
made.",,347,
4006,P3,"demonstrate appropriate
skills, techniques and tactics in
two different individual sports",,347,
4007,M3,"explain identified strengths
and areas for improvement
in two different individual
sports, and make suggestions
relating to personal
development",,347,
4008,P4,"carry out a self-analysis
using two different methods
of assessment identifying
strengths and areas for
improvement in two",,347,
4009,M4,"explain identified strengths
and areas for improvement
in the development of an
individual in an individual
sport, and make suggestions
relating to development of an
individual.",,347,
4010,P5,"carry out a performance
analysis using two different
methods of assessment,
identifying strengths and
areas for improvement in the
development of an individual
in an individual sport.",,347,
3244,P1,"describe four qualities,
four characteristics and
four roles common to
effective sports leaders",,288,
3245,M1,"explain four qualities,
four characteristics and
four roles common to
effective sports leaders",,288,
3246,D1,"analyse four qualities, four
characteristics and four roles
common to effective sports
leaders",,288,
3247,P2,"describe four psychological
factors that are important in
the leading of sports activities",,288,
3248,M2,"explain four psychological
factors that are important in
the leading of sports activities",,288,
3249,D2,"justify suggestions made
relating to development
of participants.",,288,
3250,P3,"produce a risk assessment
for a selected sports activity",,288,
3251,M3,"independently lead a selected
sports activity",,288,
3253,P4,"produce a plan for leading
a selected sports activity",,288,
3254,M4,"review the performance
of participants and self,
explaining strengths and
areas for improvement.",,288,
3255,P5,"lead a selected sports activity,
with tutor support",,288,
3257,P6,"review the performance
of participants, within activity,
identifying strengths and
areas for improvement",,288,
4011,P7,"review own performance
in the planning and leading
of the sports activity, identifying
strengths and areas for
improvement.",,288,
2856,P1,"describe nutrition, including
nutritional requirements using
recommended guidelines
from public health sources
associated with nutrition",,256,
2857,M1,"explain energy intake and
expenditure in sports
performance",,256,
2858,D1,"analyse the effects of
energy balance on sports
performance",,256,
2859,P2,"describe the structure and
function of the digestive
system in terms of digestion,
absorption and excretion",,256,
2860,M2,"explain the importance of
energy balance in relation to
sports performance",,256,
2861,D2,"justify the two-week diet
plan for a selected sports
performer for a selected
sports activity.",,256,
2862,P3,"describe energy intake
and expenditure in sports
performance",,256,
2863,M3,"explain the components of a
balanced diet",,256,
2864,P4,"describe energy balance and
its importance in relation to
sports performance",,256,
2865,M4,"explain the two-week diet
plan for a selected sports
performer for a selected
sports activity.",,256,
2866,P5,"describe hydration and its
effects on sports performance",,256,
2867,P6,"describe the components of a
balanced diet",,256,
2868,P7,"plan an appropriate twoweek
diet plan for a selected
sports performer for a
selected sports activity",,256,
2891,P1,"define personality and how
it affects sports performance",,259,
2892,M1,"explain the effects of
personality and motivation
on sports performance",,259,
2893,D1,"evaluate the effects of
personality and motivation
on sports performance",,259,
2894,P2,"describe motivation and how
it affects sports performance",,259,
2895,M2,"explain three theories of
arousal and the effect on
sports performance
P5 identify four factors which
influence group dynamics and
performance in team sports
M3 explain four factors which",,259,
